shift_x,shift_y
165.739,191.516
191.305,200.896
205.67,193.068
232.626,181.427
275.484,188.269
217.698,250.127
208.301,270.32
210.185,295.533
211.719,329.4
156.412,393.289
282.809,379.772
218.966,377.351
214.426,421.988
151.067,266.943
133.84,267.606
88.3382,238.358
148.049,216.38
188.613,225.595
272.968,267.02
290.454,266.933
333.551,222.021
291.348,209.96
233.974,227.369
