shift_x,shift_y
158.392,190.118
191.225,186.522
224.87,191.302
240.224,194.281
265.803,193.954
212.428,253.806
223.012,280.616
208.617,308.108
215.235,321.753
158.629,386.482
269.076,385.683
219.096,375.301
214.297,418.795
157.7,260.438
140.473,261.101
99.3252,245.362
131.691,201.998
182.743,226.589
284.443,263.144
301.929,263.057
334.349,220.053
292.635,217.144
246.948,223.967
