shift_x,shift_y
150.804,183.774
199.681,195.151
221.038,195.541
238.288,193.324
266.408,192.315
219.432,258.989
223.459,267.977
212.045,301.549
210.823,323.791
157.958,385.893
277.731,388.224
214.09,376.074
220.514,415.978
163.191,261.462
145.965,262.125
94.8329,239.569
138.308,205.203
183.099,229.789
272.866,259.408
290.353,259.321
335.378,230.723
290.945,204.452
244.329,229.18
