shift_x,shift_y
158.976,194.734
191.508,182.625
222.857,191.111
234.729,191.55
281.845,188.018
215.156,255.808
208.673,265.964
214.86,305.772
205.804,316.505
160.274,388.925
276.758,394.164
209.295,382.854
211.081,417.136
159.378,271.972
142.151,272.635
96.9648,236.378
142.711,206.575
188.691,227.129
277.611,265.104
295.098,265.017
327.878,226.123
290.751,210.507
236.1,231.233
