shift_x,shift_y
165.633,193.625
197.977,195.177
213.731,194.102
235.353,196.683
281.845,194.565
214.104,250.475
220.645,283.43
209.334,298.554
210,329.077
169.867,391.586
286.211,377.919
214.026,379.62
214.09,420.773
158.865,270.199
141.639,270.863
92.9831,237.122
148.049,215.528
188.614,229.797
280.262,253.574
297.748,253.487
333.073,226.151
285.911,211.789
235.946,231.478
