shift_x,shift_y
150.006,196.398
180.939,190.892
207.789,197.158
241.628,194.975
274.922,191.514
219.486,259.231
215.292,267.571
210.103,292.909
211.628,318.179
158.666,394.322
281.629,388.34
213.409,379.969
214.458,424.455
158.319,263.418
141.092,264.081
96.1574,236.955
134.232,208.928
180.798,225.09
272.393,258.312
289.879,258.225
333.677,223.544
290.953,213.236
239.453,230.14
