shift_x,shift_y
157.305,191.952
190.08,186.864
219.974,202.156
236.237,189.994
270.72,196.398
211.567,258.066
215.516,268.866
217.589,294.146
215.828,326.626
155.952,385.469
276.209,392.235
218.743,378.818
218.692,422.508
160.601,273.064
143.374,273.727
91.9219,238.812
142.41,207.807
189.937,229.422
272.724,267.08
290.21,266.993
336.873,231.149
292.965,214.066
250.195,225.253
