subj,trial,block,sex,age,date,stim,stim_order,param_index,filter_freq,filter_gain,response,rt
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,6,914.17288101,-1.96772771,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,7,1155.34800284,-1.35244984,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,8,1432.55733147,-2.12434465,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,9,1751.18477235,-2.17133085,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,10,2117.41864548,-1.74795800,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,11,2538.37187364,-0.03285440,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,12,3022.22012828,4.25199860,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,13,3578.36061576,0.37979192,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,14,4217.59458808,0.79430991,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,15,4952.33712269,3.67592325,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,16,5796.85824570,-4.71685346,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,17,6767.56008152,-2.31017897,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,18,7883.29541175,-4.59008943,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,19,9165.73383021,0.22293197,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,20,10639.78260555,0.72793980,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,21,12334.07042541,3.13655081,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,22,14281.50341712,2.63360455,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,23,16519.90424416,0.74375962,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,24,19092.74669051,4.73162079,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0056.eq.wav,0,25,22050.00000000,-2.51743527,True,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,0,0.00000000,0.94142117,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,1,104.58767290,3.14136067,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,2,224.80189054,1.81013494,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,3,362.97743001,-4.90868480,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,4,521.79790965,0.10099343,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,5,704.34790983,-1.93565646,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,6,914.17288101,-2.49700616,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,7,1155.34800284,-3.79964535,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,8,1432.55733147,-1.79864044,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,9,1751.18477235,1.02704235,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,10,2117.41864548,1.81780761,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,11,2538.37187364,2.92914041,False,211
